Soil Type,pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Organic Matter (%),Soil Moisture (%),Crop Type,Growth Stage,Temperature (°C),Rainfall (mm),Humidity (%),Sunlight (hours),Fertilizer Type,Fertilizer Amount (kg/ha),Yield (kg/ha),Cost (USD),Profit (USD)
Loamy,5.83,37.59,31.15,43.65,1.73,17.7,Barley,Vegetative,23.21,82.32,52.82,5.79,Organic,198.68,3684.44,192.72,1920.94
Loamy,5.76,45.31,28.54,37.2,1.89,34.02,Corn,Germination,21.48,77.32,74.92,9.26,Mixed,229.69,3458.87,251.01,1912.45
Sandy,5.86,68.27,37.11,42.45,2.79,19.37,Maize,Germination,34.69,88.38,51.74,9.65,Organic,243.26,2832.88,276.34,1387.66
Clay,5.91,41.53,32.39,32.02,2.39,31.67,Maize,Flowering,20.91,107.88,53.36,8.69,Inorganic,149.39,4470.79,244.5,1797.36
Loamy,5.72,32.51,25.19,40.68,1.61,31.38,Barley,Fruit development,22.22,50.01,55.78,5.79,Organic,200.51,4454.76,260.79,1336.53
Clay,6.78,45.39,27.47,45.62,3.44,17.82,Corn,Fruit development,25.48,133.52,74.11,7.9,Mixed,170.45,2941.51,194.77,1806.76
Loamy,7.48,44.65,23.0,35.02,2.7,29.21,Wheat,Maturity,26.84,80.32,54.06,6.4,Mixed,202.96,4116.26,293.57,1550.87
Loamy,7.26,48.81,31.83,40.03,2.73,31.48,Maize,Fruit development,34.26,110.08,56.21,7.81,Mixed,175.31,4141.66,259.37,1982.65
Loamy,5.59,52.41,31.73,31.47,3.21,32.69,Soybean,Germination,23.63,55.24,82.79,6.02,Inorganic,104.34,3458.21,183.74,1626.94
Loamy,6.35,69.7,37.4,46.77,3.32,34.08,Wheat,Maturity,30.81,93.16,59.94,5.69,Organic,201.37,4289.97,186.97,1552.47
Loamy,7.22,60.25,37.12,37.0,1.61,33.6,Wheat,Fruit development,29.85,56.79,74.29,5.96,Organic,185.0,4100.02,290.65,1555.07
Clay,5.77,31.44,36.74,41.64,1.64,21.22,Wheat,Flowering,27.76,51.13,82.65,9.46,Inorganic,181.33,3844.32,216.89,1632.36
Loamy,7.2,58.51,30.98,37.57,3.05,20.35,Maize,Germination,23.99,128.83,51.45,5.29,Organic,238.7,3603.75,199.54,1271.03
Clay,6.69,62.97,33.04,41.95,2.89,22.95,Barley,Germination,22.35,90.48,66.33,5.17,Organic,213.82,3764.51,220.26,1453.07
Sandy,7.36,65.83,35.51,44.88,1.93,24.3,Wheat,Fruit development,22.65,131.47,68.73,5.95,Inorganic,107.99,3037.94,208.32,1882.36
Loamy,7.25,46.96,21.83,36.54,2.14,19.68,Rice,Flowering,25.19,83.73,76.63,7.84,Mixed,184.82,4351.22,257.14,1901.25
Clay,6.85,42.55,26.01,40.39,2.72,16.72,Maize,Flowering,22.06,114.78,83.74,5.45,Organic,147.82,4163.21,205.16,1692.29
Sandy,6.82,63.57,23.38,45.9,3.08,28.13,Maize,Vegetative,34.98,59.43,51.43,7.6,Inorganic,138.3,3840.18,158.51,1698.69
Sandy,5.93,61.1,30.23,43.76,2.71,18.48,Corn,Germination,26.69,69.05,63.31,8.6,Organic,234.79,3770.97,152.35,1217.01
Sandy,5.73,51.44,36.75,31.14,3.08,33.3,Barley,Germination,28.08,97.13,65.08,7.7,Inorganic,241.57,2797.78,298.49,1712.02
Clay,6.33,34.72,24.61,41.38,1.96,20.75,Wheat,Fruit development,29.25,94.05,83.83,8.83,Inorganic,107.09,3954.39,254.07,1560.47
Loamy,5.87,56.07,34.62,37.53,2.16,18.95,Maize,Fruit development,22.94,69.42,76.6,7.6,Mixed,135.88,4496.16,185.82,1948.94
Loamy,5.7,32.63,28.12,44.18,1.7,18.88,Oats,Flowering,27.23,137.08,82.74,5.45,Organic,220.56,3388.04,250.29,1958.67
Clay,6.1,34.01,38.06,30.33,3.47,20.79,Barley,Germination,20.94,78.43,54.74,8.35,Organic,213.01,3912.44,283.15,1875.07
Loamy,7.22,43.25,32.54,36.61,3.12,27.24,Soybean,Fruit development,34.54,92.73,50.87,6.64,Mixed,128.44,2873.95,259.43,1223.73
Clay,5.53,44.85,39.53,31.73,2.93,34.57,Soybean,Flowering,27.09,83.74,83.99,7.6,Organic,156.41,2910.73,257.12,1458.02
Loamy,6.09,48.48,24.91,48.41,1.89,24.73,Barley,Germination,20.44,149.55,61.58,9.97,Inorganic,194.75,4034.89,250.01,1874.73
Sandy,6.35,43.57,38.48,47.53,2.9,26.99,Maize,Vegetative,28.99,84.66,73.0,6.37,Mixed,235.72,2826.2,266.04,1473.82
Loamy,6.52,31.35,27.14,49.36,3.22,31.85,Maize,Germination,21.5,76.46,55.5,9.11,Organic,135.97,2888.69,222.92,1647.13
Clay,5.86,36.3,32.44,42.87,3.12,21.68,Soybean,Vegetative,31.85,140.68,69.37,7.82,Organic,210.69,3540.38,176.1,1999.43
Clay,7.43,34.6,23.49,46.14,3.01,18.6,Oats,Germination,34.3,65.74,82.94,9.58,Mixed,119.12,2704.07,189.96,1518.0
Sandy,6.66,47.25,35.2,42.24,2.27,23.67,Soybean,Flowering,33.75,141.82,74.6,9.55,Mixed,184.59,2716.43,249.2,1806.86
Clay,6.54,38.49,39.57,39.84,3.03,21.37,Rice,Germination,26.42,106.85,65.81,8.57,Inorganic,202.94,2508.79,176.61,1639.29
Loamy,5.52,41.74,35.75,46.68,2.47,32.32,Soybean,Fruit development,30.69,72.32,82.28,6.52,Inorganic,246.96,4282.23,183.36,1774.56
Loamy,6.47,48.86,32.32,45.52,2.31,34.56,Oats,Flowering,22.34,75.2,54.41,9.76,Inorganic,122.4,2905.42,268.92,1726.6
Sandy,7.18,39.42,28.96,44.67,3.43,28.77,Oats,Vegetative,21.14,121.1,66.43,9.18,Organic,130.81,2549.2,228.43,1890.25
Clay,5.94,39.84,26.9,47.88,1.79,28.08,Rice,Germination,32.32,53.94,70.05,9.83,Mixed,191.77,4344.46,157.05,1222.52
Sandy,6.2,63.33,28.38,48.57,3.23,29.28,Maize,Vegetative,30.43,121.55,50.48,9.85,Inorganic,249.9,2728.98,233.61,1319.72
Loamy,5.54,51.92,26.57,38.91,2.14,24.35,Wheat,Fruit development,33.61,80.99,50.63,7.2,Organic,189.28,4131.07,192.47,1258.71
Sandy,7.45,64.27,36.65,35.66,2.53,27.58,Barley,Flowering,33.72,130.83,71.64,5.49,Inorganic,178.73,3636.3,196.94,1534.96
Clay,5.63,50.58,37.86,40.24,2.23,16.43,Barley,Vegetative,25.21,62.5,72.91,7.53,Mixed,219.62,3325.85,175.43,1223.26
Sandy,7.3,66.37,38.99,31.86,2.51,24.87,Barley,Maturity,24.78,74.92,84.36,5.61,Organic,202.3,3390.56,177.06,1304.66
Clay,6.13,40.19,28.37,48.76,3.14,21.65,Wheat,Germination,26.63,93.9,60.87,7.45,Inorganic,138.86,3060.62,228.0,1286.65
Clay,6.68,54.67,30.92,49.68,1.87,16.06,Corn,Vegetative,29.99,137.92,62.0,7.74,Mixed,159.83,3849.91,222.52,1276.08
Loamy,6.86,50.13,31.54,43.05,3.01,25.9,Barley,Maturity,20.07,78.41,70.81,7.88,Inorganic,202.72,3376.66,224.18,1567.59
Loamy,5.78,66.75,33.02,44.92,2.39,22.21,Rice,Maturity,28.02,134.38,75.97,5.05,Organic,218.59,3841.87,185.19,1640.76
Loamy,6.39,46.74,20.05,36.47,3.37,26.81,Soybean,Fruit development,20.3,60.21,68.2,9.28,Mixed,230.46,3160.76,239.98,1357.83
Clay,6.15,64.19,36.85,47.33,2.59,25.26,Rice,Vegetative,26.76,67.36,71.62,7.29,Mixed,165.74,3137.86,256.65,1302.82
Sandy,5.61,52.56,25.36,48.01,1.58,20.52,Corn,Fruit development,21.23,65.8,57.22,8.54,Organic,166.2,3502.03,291.2,1259.03
Clay,7.17,58.34,29.44,31.54,3.32,25.8,Oats,Germination,28.43,111.3,75.06,5.55,Organic,163.2,3058.04,287.34,1822.57
Loamy,5.59,65.48,36.83,32.63,3.35,22.58,Corn,Flowering,24.71,88.87,64.09,8.73,Organic,151.85,4398.78,281.6,1521.96
Loamy,6.81,69.88,39.94,35.22,1.86,33.42,Rice,Maturity,27.18,136.35,70.21,7.21,Inorganic,242.5,3203.8,178.51,1302.42
Sandy,6.13,59.25,35.9,44.07,3.45,22.51,Soybean,Vegetative,34.37,98.58,73.07,8.7,Inorganic,112.87,2955.01,281.72,1990.04
Loamy,5.88,42.58,20.5,33.67,2.39,15.8,Maize,Germination,25.11,133.8,50.26,9.63,Mixed,103.07,3084.43,192.71,1281.09
Loamy,6.83,41.96,27.38,34.4,3.33,30.27,Maize,Vegetative,30.79,74.03,70.17,8.65,Organic,227.29,4295.57,193.98,1599.68
Loamy,6.65,42.36,24.94,37.64,2.23,34.27,Maize,Maturity,30.25,143.13,82.99,8.07,Mixed,134.56,2605.54,208.82,1579.73
Sandy,6.13,33.92,39.28,42.23,1.55,18.39,Barley,Flowering,33.03,113.49,53.47,8.53,Mixed,108.92,4302.1,150.75,1635.24
Clay,6.53,32.14,25.28,49.53,3.09,34.46,Corn,Germination,25.02,100.56,53.8,8.7,Inorganic,127.0,3732.13,252.12,1941.68
Loamy,5.99,53.23,38.87,45.68,3.27,27.34,Barley,Maturity,20.84,110.88,56.98,7.51,Organic,129.33,3713.16,224.66,1612.6
Sandy,7.23,62.42,38.75,41.17,1.83,31.95,Rice,Germination,34.56,141.71,53.5,9.18,Organic,178.36,2662.5,237.44,1480.03
Loamy,6.13,31.45,36.79,30.99,2.61,24.46,Corn,Vegetative,25.44,84.25,79.88,7.77,Inorganic,102.9,3265.89,262.3,1639.42
Sandy,5.99,52.67,21.96,40.34,3.16,27.45,Soybean,Maturity,22.91,74.58,80.84,8.16,Organic,131.6,4361.37,278.98,1836.7
Loamy,7.0,44.87,20.04,34.08,2.42,31.82,Barley,Maturity,33.71,74.54,66.59,7.12,Mixed,150.6,2500.55,154.54,1497.92
Sandy,5.54,65.7,35.88,36.0,3.08,34.66,Wheat,Maturity,22.86,147.27,77.69,9.76,Organic,138.23,3281.85,281.78,1923.1
Loamy,6.04,35.82,36.87,35.02,2.78,18.7,Corn,Flowering,27.93,83.75,60.62,7.58,Organic,210.36,3594.14,260.38,1352.5
Clay,6.25,52.54,39.24,36.95,2.94,32.97,Soybean,Maturity,31.33,138.39,67.64,6.07,Organic,102.34,3380.1,259.62,1922.0
Loamy,7.26,68.84,24.37,31.25,3.34,28.35,Oats,Germination,30.97,63.75,68.82,6.59,Organic,182.83,4116.12,157.19,1748.39
Sandy,7.4,43.8,34.66,41.54,2.33,33.94,Soybean,Maturity,20.44,93.06,60.72,5.74,Mixed,187.82,3560.65,156.85,1776.64
Loamy,6.93,59.67,30.38,30.92,3.04,21.36,Soybean,Flowering,23.04,111.92,70.56,5.63,Inorganic,201.04,3813.77,168.29,1870.7
Clay,6.49,65.3,26.57,43.21,2.93,19.85,Wheat,Flowering,33.33,146.35,79.51,9.66,Mixed,223.06,2740.43,290.43,1711.12
Loamy,6.78,37.45,32.13,44.62,2.38,22.31,Maize,Vegetative,28.3,117.73,83.08,8.33,Mixed,165.62,2980.37,230.18,1301.11
Sandy,6.33,69.7,30.96,39.72,2.26,32.69,Rice,Germination,30.31,50.2,60.67,5.0,Organic,109.27,4278.46,171.3,1202.57
Sandy,6.1,62.38,25.85,45.63,3.26,24.19,Corn,Fruit development,26.03,126.01,82.38,9.06,Organic,175.34,3635.45,150.67,1895.09
Clay,7.4,35.5,25.37,49.35,1.91,34.03,Wheat,Germination,31.18,114.98,71.95,7.65,Organic,211.01,3850.4,188.39,1991.7
Sandy,5.73,42.44,29.73,36.8,2.14,19.85,Soybean,Fruit development,24.34,68.52,71.01,5.55,Inorganic,114.56,3038.22,288.11,1749.72
Loamy,6.19,55.0,29.48,42.38,3.45,19.41,Wheat,Germination,23.48,112.05,54.3,7.27,Mixed,215.77,4264.17,265.69,1607.95
Loamy,7.3,65.4,26.04,36.47,2.05,28.57,Corn,Maturity,34.96,142.56,74.87,6.83,Inorganic,123.35,2823.96,220.37,1823.35
Loamy,6.95,37.79,25.27,38.87,3.24,20.83,Rice,Fruit development,22.36,50.45,60.75,6.6,Mixed,227.8,4023.65,231.15,1335.07
Sandy,5.56,59.25,39.09,30.42,2.24,17.58,Corn,Germination,34.72,147.44,64.92,7.32,Inorganic,104.59,2882.44,251.56,1592.14
Loamy,5.55,40.83,37.25,31.49,2.6,22.52,Oats,Vegetative,33.9,79.62,54.95,8.2,Inorganic,164.79,3997.3,207.24,1982.23
Loamy,6.53,62.22,36.34,45.95,2.3,20.32,Barley,Flowering,30.72,110.75,58.07,7.68,Inorganic,129.93,4462.39,199.44,1795.98
Loamy,6.47,57.34,24.29,32.8,1.94,23.26,Wheat,Germination,28.73,77.76,71.77,6.41,Organic,175.42,3700.66,225.16,1578.3
Clay,6.39,50.92,23.79,43.98,2.88,18.73,Barley,Germination,20.07,123.09,71.5,8.62,Organic,196.5,3956.05,167.4,1696.12
Sandy,6.1,55.99,36.19,44.18,3.43,34.14,Soybean,Flowering,29.53,101.58,66.04,9.94,Organic,191.05,3872.12,159.37,1336.93
Sandy,7.47,65.06,23.69,49.92,3.29,31.03,Barley,Fruit development,31.59,76.29,72.07,9.83,Organic,195.65,3328.72,198.56,1789.13
Sandy,6.04,45.46,30.07,43.91,3.47,31.82,Soybean,Fruit development,30.99,100.34,80.35,9.98,Mixed,246.48,3048.05,232.0,1701.84
Clay,6.48,60.77,24.43,32.57,2.88,20.96,Maize,Maturity,22.58,85.16,51.12,7.44,Mixed,140.71,3756.86,216.07,1692.8
Sandy,6.31,36.36,27.56,42.53,1.57,32.14,Maize,Maturity,28.17,74.97,57.2,5.22,Organic,115.59,4309.13,271.69,1855.26
Clay,5.84,58.05,37.07,40.48,2.61,26.82,Rice,Maturity,28.25,109.28,60.37,8.64,Organic,226.74,4330.56,226.86,1491.3
Clay,5.91,60.03,37.83,48.35,2.75,16.13,Rice,Vegetative,29.79,113.82,70.2,8.32,Mixed,245.69,3121.19,260.97,1361.76
Sandy,7.34,47.72,39.93,43.8,1.74,18.07,Barley,Flowering,32.46,64.05,73.31,9.84,Inorganic,185.76,4213.5,227.69,1991.42
Loamy,7.22,61.74,38.88,40.37,3.16,23.92,Barley,Fruit development,30.47,142.92,69.37,6.85,Inorganic,241.11,2840.91,249.45,1401.78
Loamy,5.9,52.28,33.43,42.48,2.96,22.88,Maize,Vegetative,22.12,50.67,74.42,9.97,Inorganic,228.46,3757.38,255.85,1434.87
Sandy,7.25,67.45,28.63,38.87,2.4,30.91,Maize,Maturity,20.29,77.69,65.63,5.33,Organic,227.17,3492.02,155.34,1547.01
Sandy,5.92,34.5,21.15,40.17,2.08,32.47,Corn,Flowering,22.05,84.33,77.89,6.79,Organic,233.98,3117.28,237.09,1457.21
Clay,6.75,35.23,32.16,44.45,1.94,32.3,Corn,Maturity,20.6,56.64,52.53,8.7,Organic,189.92,4047.64,156.78,1661.03
Sandy,5.66,63.7,24.21,31.57,3.43,22.51,Barley,Germination,26.55,59.0,71.69,8.08,Inorganic,140.0,3941.98,166.48,1607.88
Clay,7.26,63.69,37.0,42.31,3.1,27.72,Soybean,Maturity,24.26,134.74,51.51,6.03,Inorganic,105.21,4180.95,223.46,1375.91
Sandy,5.6,48.85,30.98,31.76,2.89,24.94,Oats,Flowering,20.11,86.18,58.08,6.79,Organic,185.98,3764.29,245.48,1544.67
Loamy,6.61,68.56,34.67,47.1,3.4,32.78,Barley,Fruit development,21.2,86.53,52.16,5.81,Organic,244.86,2915.3,292.69,1549.16
Loamy,7.06,57.18,33.47,48.85,1.91,32.78,Soybean,Flowering,25.96,118.86,70.8,9.97,Mixed,145.83,3658.46,263.57,1602.68
Sandy,5.73,69.31,26.95,45.6,3.22,16.08,Maize,Fruit development,34.1,122.43,57.37,7.57,Organic,197.42,2943.58,251.45,1638.87
Clay,6.31,51.3,35.18,44.36,2.67,26.44,Corn,Flowering,34.92,120.75,53.22,9.34,Mixed,128.76,4320.08,283.96,1665.0
Loamy,5.58,38.06,36.87,48.87,3.37,25.07,Maize,Flowering,20.75,96.89,77.07,6.97,Inorganic,106.82,3773.47,281.09,1286.36
Clay,6.87,47.78,34.88,34.37,2.82,30.41,Maize,Fruit development,32.46,120.67,50.02,6.22,Organic,138.0,3376.43,242.62,1394.29
Sandy,6.11,69.22,35.54,34.58,2.98,18.92,Rice,Germination,27.2,142.39,69.22,7.44,Inorganic,218.97,2775.98,170.38,1475.87
Sandy,6.62,44.82,27.2,39.62,1.94,28.9,Maize,Flowering,29.32,63.48,82.18,8.85,Inorganic,243.8,3834.71,246.38,1547.35
Loamy,7.37,68.28,38.87,30.15,2.19,29.77,Soybean,Flowering,27.59,107.48,77.58,9.55,Organic,134.32,2675.15,233.74,1790.81
Sandy,6.11,61.88,28.49,49.3,2.1,15.53,Rice,Vegetative,33.87,137.87,71.13,5.96,Mixed,163.63,2667.41,198.07,1546.61
Loamy,5.6,47.68,37.94,30.65,2.89,23.63,Corn,Maturity,27.18,146.57,53.61,5.64,Mixed,122.05,2617.08,153.48,1385.04
Clay,6.85,51.67,37.16,41.92,2.32,34.58,Soybean,Vegetative,22.52,58.79,77.66,5.81,Inorganic,220.99,4338.2,228.65,1787.68
Loamy,7.07,54.3,22.49,37.08,3.22,21.01,Wheat,Flowering,31.7,144.98,61.74,6.52,Inorganic,172.13,3389.18,215.21,1473.32
Loamy,7.42,56.63,39.33,32.06,1.93,32.69,Corn,Flowering,27.71,122.65,55.37,7.99,Inorganic,220.26,2811.91,151.76,1923.9
Clay,5.82,33.07,39.93,30.49,3.09,26.74,Barley,Flowering,21.76,122.46,84.6,8.69,Organic,209.87,3964.16,225.46,1902.05
Loamy,6.28,67.34,32.12,35.25,3.13,20.93,Wheat,Germination,26.92,64.76,53.19,6.82,Mixed,161.99,3391.51,199.13,1935.18
Loamy,7.19,53.88,35.66,32.13,2.76,31.72,Soybean,Vegetative,30.31,107.58,75.14,9.59,Organic,142.87,4349.39,173.83,1303.52
Sandy,7.11,67.25,38.67,48.81,1.8,34.81,Corn,Maturity,24.44,85.86,62.35,7.3,Mixed,108.05,2641.61,154.75,1563.89
Clay,6.75,55.28,20.4,34.9,2.15,29.84,Wheat,Germination,33.68,108.56,79.45,7.44,Mixed,241.96,3008.35,206.12,1887.81
Loamy,6.04,47.24,38.6,31.88,2.3,16.23,Wheat,Fruit development,32.75,123.74,69.16,9.43,Mixed,124.4,4425.99,167.47,1884.25
Clay,6.07,52.68,32.55,45.39,2.43,16.05,Corn,Flowering,28.52,68.34,81.17,5.31,Inorganic,113.59,3928.24,271.68,1519.42
Clay,5.75,63.18,36.57,38.29,2.97,24.83,Maize,Germination,20.82,65.3,69.4,8.04,Inorganic,205.66,3473.69,268.19,1314.36
Loamy,7.34,43.05,30.81,46.87,2.18,15.12,Oats,Fruit development,28.75,85.68,61.33,7.8,Mixed,196.52,4135.87,228.73,1832.87
Sandy,5.85,68.26,30.61,46.77,1.54,28.52,Soybean,Flowering,26.23,114.23,83.62,7.0,Inorganic,192.37,3909.25,196.61,1618.77
Clay,6.65,48.64,37.95,49.85,3.23,15.33,Soybean,Germination,30.86,117.38,65.96,7.16,Organic,239.24,2702.14,190.87,1465.51
Loamy,6.67,68.25,30.15,46.08,2.36,34.46,Rice,Flowering,24.01,110.88,79.76,8.45,Inorganic,237.85,3858.38,162.41,1839.73
Clay,6.24,65.23,29.44,34.28,2.07,32.61,Corn,Vegetative,29.09,134.95,79.4,7.85,Organic,208.22,2989.32,201.86,1400.14
Sandy,6.21,60.71,32.16,41.73,3.14,31.31,Soybean,Flowering,28.32,123.49,69.69,8.28,Mixed,151.6,2784.17,289.16,1267.14
Sandy,6.84,48.7,30.37,40.53,3.26,31.25,Wheat,Maturity,27.9,100.47,67.53,7.2,Organic,110.96,2503.0,298.19,1310.54
Sandy,6.28,53.48,28.93,40.16,2.96,31.69,Corn,Maturity,21.74,98.25,60.34,7.01,Organic,219.72,3578.06,159.23,1895.88
Loamy,6.01,63.52,23.61,35.94,2.21,23.69,Barley,Flowering,27.35,129.77,69.63,7.6,Inorganic,169.55,3910.48,177.75,1391.67
Loamy,6.3,51.76,27.95,34.2,1.96,30.84,Wheat,Germination,28.26,138.4,70.11,7.13,Inorganic,207.82,3125.4,215.64,1507.11
Sandy,7.12,59.53,25.64,44.34,2.93,22.34,Corn,Fruit development,33.91,134.91,58.41,9.23,Organic,148.95,3600.19,272.09,1654.84
Loamy,7.43,61.63,28.01,32.04,1.61,31.97,Wheat,Fruit development,26.91,99.63,78.17,9.36,Mixed,108.12,3612.43,225.26,1297.39
Sandy,6.77,50.52,31.86,30.99,2.28,27.36,Wheat,Maturity,29.6,107.92,61.81,5.37,Mixed,148.93,4114.11,155.22,1549.76
Loamy,7.06,51.45,32.18,37.62,3.02,22.17,Corn,Maturity,28.54,128.63,76.39,5.3,Inorganic,111.87,3182.38,227.31,1913.34
Sandy,6.57,37.91,24.77,44.88,2.67,29.91,Rice,Germination,22.93,107.94,84.58,6.44,Mixed,194.43,2809.5,234.7,1707.94
Clay,6.75,39.79,21.69,47.37,2.97,19.86,Oats,Vegetative,22.77,72.49,84.84,5.43,Inorganic,167.84,3140.94,229.43,1294.33
Sandy,7.48,66.2,34.89,40.8,2.65,34.29,Oats,Maturity,31.09,138.68,80.22,7.7,Mixed,214.01,2510.26,283.24,1630.82
Sandy,6.38,63.61,30.57,46.8,1.98,28.29,Wheat,Maturity,27.85,99.34,79.99,5.11,Mixed,154.81,2826.27,211.23,1825.28
Loamy,5.63,30.4,28.84,30.51,2.47,23.02,Corn,Flowering,33.44,148.21,78.21,8.92,Inorganic,209.48,2970.33,166.59,1612.11
Loamy,7.41,64.78,22.59,39.11,3.05,26.01,Maize,Vegetative,33.62,105.32,74.4,8.25,Organic,146.47,3131.35,225.56,1613.26
Loamy,7.09,31.01,28.29,32.67,1.96,29.75,Barley,Vegetative,24.46,88.69,56.44,6.06,Inorganic,159.8,4249.71,183.69,1867.74
Loamy,6.3,48.33,36.36,41.65,3.43,30.95,Maize,Maturity,21.52,71.33,53.78,6.65,Inorganic,152.83,3287.21,154.78,1282.0
Loamy,7.46,32.7,31.63,48.42,1.91,34.5,Barley,Flowering,25.16,84.49,70.02,6.53,Mixed,124.85,3312.78,250.91,1453.89
Loamy,6.19,68.75,21.82,30.14,1.53,19.18,Oats,Germination,21.01,72.06,73.68,9.61,Organic,154.54,3518.42,220.23,1997.33
Clay,6.24,68.89,26.65,43.36,3.06,25.09,Oats,Fruit development,31.72,142.16,64.02,9.44,Inorganic,183.87,2993.91,187.62,1858.61
Sandy,6.72,54.43,39.6,45.85,3.36,16.83,Oats,Maturity,22.19,110.05,83.21,7.82,Mixed,131.67,2958.57,156.99,1404.9
Sandy,6.05,45.69,30.89,44.89,1.99,16.65,Rice,Fruit development,33.0,132.02,58.79,6.82,Inorganic,199.16,3224.36,218.06,1772.9
Sandy,6.9,50.48,25.73,30.4,1.81,17.09,Corn,Fruit development,26.23,70.83,58.81,7.31,Organic,118.58,3815.86,173.94,1423.31
Clay,5.81,60.49,38.27,33.48,1.95,20.19,Barley,Fruit development,24.18,56.21,80.41,7.84,Mixed,166.37,4331.03,230.22,1853.25
Sandy,5.72,38.93,26.72,31.89,2.76,28.93,Rice,Maturity,27.52,91.89,67.81,7.46,Mixed,118.09,3293.53,294.54,1826.01
Clay,6.57,47.67,34.6,31.71,2.66,32.22,Barley,Germination,29.08,143.62,51.26,5.31,Inorganic,192.12,3349.47,244.22,1819.91
Clay,6.61,59.49,22.94,44.6,2.74,23.72,Wheat,Vegetative,30.52,61.31,56.86,7.31,Organic,171.4,2696.8,200.43,1244.81
Clay,5.71,45.82,23.13,38.5,1.52,26.1,Barley,Flowering,25.07,128.86,69.78,9.6,Inorganic,222.37,3833.95,183.85,1935.46
Sandy,7.43,31.28,31.23,44.5,1.81,19.13,Barley,Vegetative,34.74,55.92,61.41,7.04,Inorganic,162.69,3856.25,201.32,1851.38
Clay,6.65,50.3,24.8,37.22,1.99,30.82,Maize,Flowering,26.33,66.52,67.13,8.51,Organic,180.56,3817.88,245.44,1468.0
Sandy,5.8,59.5,20.99,32.34,2.89,32.77,Rice,Vegetative,32.52,122.99,77.79,9.99,Inorganic,202.06,4263.33,162.52,1599.66
Sandy,6.12,69.07,38.53,44.37,2.72,24.71,Wheat,Maturity,20.52,71.1,67.33,7.76,Mixed,102.52,3051.43,173.21,1848.68
Loamy,7.1,31.48,21.12,42.52,2.75,18.22,Oats,Maturity,31.67,52.2,66.28,7.42,Inorganic,238.95,3399.47,221.58,1996.76
Loamy,6.55,51.6,34.35,32.26,2.64,15.1,Maize,Fruit development,28.27,71.94,56.16,6.35,Organic,181.22,3623.27,293.57,1961.89
Clay,5.88,48.0,26.66,48.49,2.99,25.73,Rice,Flowering,29.59,123.28,55.12,6.15,Organic,245.55,3924.48,291.22,1694.28
Clay,5.71,39.7,38.67,36.18,3.38,24.95,Wheat,Germination,25.59,103.22,65.11,7.78,Mixed,118.52,3081.27,150.4,1614.53
Sandy,6.36,55.51,39.72,43.09,2.85,33.52,Barley,Maturity,28.17,104.72,57.34,8.38,Mixed,153.56,3868.21,234.19,1382.71
Clay,6.17,36.54,26.71,30.64,2.99,15.73,Soybean,Flowering,33.98,91.04,64.02,7.14,Inorganic,116.47,2500.51,191.42,1482.92
Clay,6.81,41.35,31.82,38.86,2.72,17.98,Maize,Maturity,25.79,64.58,69.79,5.01,Inorganic,157.8,4175.45,156.33,1228.26
Sandy,7.35,61.27,35.46,49.29,3.1,18.95,Wheat,Germination,21.59,71.55,53.94,7.8,Mixed,113.36,3747.14,255.76,1700.36
Clay,6.0,48.42,22.47,47.73,3.39,25.94,Oats,Flowering,30.81,68.51,56.88,7.86,Mixed,126.44,3061.28,253.82,1456.23
Clay,7.21,69.75,34.19,34.43,2.71,20.69,Soybean,Fruit development,27.58,120.72,80.0,5.37,Inorganic,116.92,3209.1,223.23,1496.67
Sandy,7.34,45.46,38.12,47.58,1.86,19.11,Rice,Flowering,26.37,134.71,72.17,5.51,Inorganic,187.15,2866.98,235.5,1396.19
Sandy,7.3,48.53,23.57,35.86,3.04,25.29,Soybean,Germination,31.67,73.75,76.07,6.52,Inorganic,188.8,3077.91,184.97,1250.9
Loamy,7.4,42.01,36.77,47.04,2.8,15.81,Barley,Fruit development,28.43,67.25,67.1,7.99,Mixed,207.97,4199.43,231.14,1807.47
Sandy,7.18,39.45,22.31,44.58,3.37,34.5,Maize,Maturity,29.47,75.17,74.11,5.88,Mixed,205.54,4073.11,152.28,1575.73
Loamy,6.69,66.89,31.37,37.04,2.04,32.22,Corn,Fruit development,33.89,143.88,65.17,6.72,Inorganic,210.8,2882.08,249.97,1934.74
Clay,6.32,59.95,26.79,48.22,3.44,20.44,Rice,Maturity,20.88,71.36,54.53,5.74,Inorganic,237.15,3893.59,152.92,1337.38
Sandy,6.48,43.34,29.43,39.71,2.6,21.72,Soybean,Germination,23.94,119.0,65.31,6.68,Organic,125.59,2887.21,207.78,1965.34
Sandy,7.25,58.01,26.01,36.35,3.43,19.92,Wheat,Vegetative,33.47,61.67,71.91,8.64,Inorganic,227.5,4223.75,179.96,1739.13
Sandy,6.1,68.63,25.21,35.59,3.07,33.57,Corn,Vegetative,31.89,116.03,58.85,6.87,Mixed,229.98,4362.72,241.51,1672.62
Clay,5.82,32.96,34.86,48.78,3.23,28.06,Corn,Germination,22.83,74.45,74.63,9.09,Mixed,168.08,3417.58,178.5,1984.11
Loamy,5.78,40.58,24.46,45.17,2.15,25.42,Rice,Maturity,22.54,133.72,54.67,9.64,Organic,117.51,2581.83,194.48,1298.45
